id,name,name,diagonal,type,filename
202,Canon,"Canon IXUS 150",7.69999980926514,0,CanonIXUS150
203,Canon,"Canon IXUS 155",7.69999980926514,0,CanonIXUS155
204,Canon,"Canon IXUS 160",7.69999980926514,0,CanonIXUS160
205,Canon,"Canon IXUS 165",7.69999980926514,0,CanonIXUS165
206,Canon,"Canon IXUS 170",7.69999980926514,0,CanonIXUS170
207,Canon,"Canon IXUS 210",7.69999980926514,0,CanonIXUS210
208,Canon,"Canon IXUS 220 HS",7.69999980926514,0,CanonIXUS220HS
209,Canon,"Canon IXUS 230 HS",7.69999980926514,0,CanonIXUS230HS
210,Canon,"Canon IXUS 240 HS",7.69999980926514,0,CanonIXUS240HS
211,Canon,"Canon IXUS 245 HS",7.69999980926514,0,CanonIXUS245HS
212,Canon,"Canon IXUS 255 HS",7.69999980926514,0,CanonIXUS255HS
213,Canon,"Canon IXUS 265 HS",7.69999980926514,0,CanonIXUS265HS
214,Canon,"Canon IXUS 275 HS",7.69999980926514,0,CanonIXUS275HS
215,Canon,"Canon IXUS 300 HS",7.69999980926514,0,CanonIXUS300HS
216,Canon,"Canon IXUS 310 HS",7.69999980926514,0,CanonIXUS310HS
217,Canon,"Canon IXUS 500 HS",7.69999980926514,0,CanonIXUS500HS
218,Canon,"Canon IXUS 510 HS",7.69999980926514,0,CanonIXUS510HS
219,Canon,"Canon IXY 1",7.69999980926514,0,CanonIXY1
220,Canon,"Canon IXY 100F",7.69999980926514,0,CanonIXY100F
221,Canon,"Canon IXY 10S",7.69999980926514,0,CanonIXY10S
222,Canon,"Canon IXY 110F",7.69999980926514,0,CanonIXY110F
223,Canon,"Canon IXY 120",7.69999980926514,0,CanonIXY120
224,Canon,"Canon IXY 130",7.69999980926514,0,CanonIXY130
225,Canon,"Canon IXY 140",7.69999980926514,0,CanonIXY140
226,Canon,"Canon IXY 180",7.69999980926514,0,CanonIXY180
227,Canon,"Canon IXY 190",7.69999980926514,0,CanonIXY190
228,Canon,"Canon IXY 200F",7.69999980926514,0,CanonIXY200F
229,Canon,"Canon IXY 210F",7.69999980926514,0,CanonIXY210F
230,Canon,"Canon IXY 220F",7.69999980926514,0,CanonIXY220F
231,Canon,"Canon IXY 3",7.69999980926514,0,CanonIXY3
232,Canon,"Canon IXY 30S",7.69999980926514,0,CanonIXY30S
233,Canon,"Canon IXY 31S",7.69999980926514,0,CanonIXY31S
234,Canon,"Canon IXY 32S",7.69999980926514,0,CanonIXY32S
235,Canon,"Canon IXY 400F",7.69999980926514,0,CanonIXY400F
236,Canon,"Canon IXY 410F",7.69999980926514,0,CanonIXY410F
237,Canon,"Canon IXY 420F",7.69999980926514,0,CanonIXY420F
238,Canon,"Canon IXY 430F",7.69999980926514,0,CanonIXY430F
239,Canon,"Canon IXY 50S",7.69999980926514,0,CanonIXY50S
240,Canon,"Canon IXY 51S",7.69999980926514,0,CanonIXY51S
241,Canon,"Canon IXY 600F",7.69999980926514,0,CanonIXY600F
242,Canon,"Canon IXY 610F",7.69999980926514,0,CanonIXY610F
243,Canon,"Canon IXY 620F",7.69999980926514,0,CanonIXY620F
244,Canon,"Canon IXY 630",7.69999980926514,0,CanonIXY630
245,Canon,"Canon IXY 640",7.69999980926514,0,CanonIXY640
246,Canon,"Canon IXY 650",7.69999980926514,0,CanonIXY650
247,Canon,"Canon IXY 90F",7.69999980926514,0,CanonIXY90F
248,Canon,"Canon IXY DIGITAL",6.64003027265611,0,CanonIXY_DIGITAL
249,Canon,"Canon IXY DIGITAL 10",7.19200260589179,0,CanonIXY_DIGITAL10
250,Canon,"Canon IXY DIGITAL 1000",8.92020177326448,0,CanonIXY_DIGITAL1000
251,Canon,"Canon IXY DIGITAL 110 IS",7.78010255986257,0,CanonIXY_DIGITAL110IS
252,Canon,"Canon IXY DIGITAL 200",6.64003027265611,0,CanonIXY_DIGITAL200
253,Canon,"Canon IXY DIGITAL 2000 IS",9.36002131043967,0,CanonIXY_DIGITAL2000IS
254,Canon,"Canon IXY DIGITAL 200a",6.64003027265611,0,CanonIXY_DIGITAL200a
255,Canon,"Canon IXY DIGITAL 20 IS",7.19200260589179,0,CanonIXY_DIGITAL20IS
256,Canon,"Canon IXY DIGITAL 210 IS",7.78010255986257,0,CanonIXY_DIGITAL210IS
257,Canon,"Canon IXY DIGITAL 220 IS",7.78010255986257,0,CanonIXY_DIGITAL220IS
258,Canon,"Canon IXY DIGITAL 25 IS",7.78010255986257,0,CanonIXY_DIGITAL25IS
259,Canon,"Canon IXY DIGITAL 30",6.64003027265611,0,CanonIXY_DIGITAL30
260,Canon,"Canon IXY DIGITAL 300",6.64003027265611,0,CanonIXY_DIGITAL300
261,Canon,"Canon IXY DIGITAL 3000 IS",9.36002131043967,0,CanonIXY_DIGITAL3000IS
